1;5.3
2;0.6
3;0.0
4;3.3
5;8.3
6;4.2
7;6.4
8;5.8
9;6.4
10;9.3
11;0.0
12;3.0
13;2.1
14;6.2
15;10.9
16;12.7
17;13.5
18;13.3
19;8.7
20;8.4
21;2.2
22;1.9
23;12.1
24;12.8
25;12.8
26;11.1
27;9.3
28;9.8
29;4.5
30;11.9
31;12.4
