SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET HO (peildatum 1 oktober 2012);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
02UC;0;397;Heemstede;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;397;Heemstede;1
02UC;0;397;Heemstede;vwo;diploma;nat/gezond;21PL;wo;economie;397;Heemstede;1
02UC;0;397;Heemstede;vwo;diploma;nat/gezond;21PL;wo;gedrag en maatschappij;397;Heemstede;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PB;wo;recht;372;Bennebroek;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PB;wo;recht;397;Heemstede;2
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;377;Bloemendaal;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PC;wo;economie;14;Groningen;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PD;wo;natuur;394;Haarlemmermeer;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PE;wo;economie;394;Haarlemmermeer;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PE;wo;economie;397;Heemstede;2
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PJ;wo;economie;935;Maastricht;2
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PK;wo;natuur;363;Amsterdam;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PK;wo;natuur;397;Heemstede;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PK;wo;economie;397;Heemstede;3
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PK;wo;economie;534;Hillegom;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PK;wo;recht;363;Amsterdam;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PK;wo;taal en cultuur;397;Heemstede;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PL;wo;economie;372;Bennebroek;3
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PL;wo;economie;394;Haarlemmermeer;2
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;397;Heemstede;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat;21PL;wo;taal en cultuur;394;Haarlemmermeer;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PB;wo;recht;534;Hillegom;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PB;wo;recht;546;Leiden;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;397;Heemstede;2
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PB;wo;taal en cultuur;397;Heemstede;2
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PD;wo;natuur;394;Haarlemmermeer;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PD;wo;recht;392;Haarlem;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;344;Utrecht;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;394;Haarlemmermeer;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PK;wo;recht;392;Haarlem;2
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PK;wo;recht;397;Heemstede;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;394;Haarlemmermeer;1
02UC;0;397;Heemstede;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;397;Heemstede;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat & cul/maat;21PB;wo;recht;546;Leiden;1
02UC;0;397;Heemstede;vwo;diploma;ec/maat & cul/maat;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech;21PF;wo;techniek;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PB;wo;gedrag en maatschappij;546;Leiden;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;14;Groningen;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;344;Utrecht;2
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PD;wo;recht;344;Utrecht;2
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PE;wo;recht;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PK;wo;natuur;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PK;wo;gezondheidszorg;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PK;wo;taal en cultuur;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PM;wo;natuur;268;Nijmegen;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/gezond;23BF;wo;taal en cultuur;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;ec/maat;21PD;wo;recht;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PC;wo;recht;14;Groningen;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;312;Bunnik;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;344;Utrecht;3
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;321;Houten;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PK;wo;recht;321;Houten;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PK;wo;recht;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PK;wo;gedrag en maatschappij;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;363;Amsterdam;1
02UE;0;344;Utrecht;vwo;diploma;cul/maat;21PL;wo;economie;363;Amsterdam;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;546;Leiden;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gezondheidszorg;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gedrag en maatschappij;310;De Bilt;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;14;Groningen;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;321;Houten;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;344;Utrecht;5
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;344;Utrecht;4
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PD;wo;recht;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gedrag en maatschappij;310;De Bilt;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gedrag en maatschappij;344;Utrecht;3
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PE;wo;gezondheidszorg;310;De Bilt;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;321;Houten;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;344;Utrecht;3
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;5
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;321;Houten;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;2010;Belgie;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PK;wo;natuur;363;Amsterdam;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gezondheidszorg;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PK;wo;economie;344;Utrecht;2
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PK;wo;recht;363;Amsterdam;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gedrag en maatschappij;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;321;Houten;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PL;wo;economie;363;Amsterdam;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PM;wo;natuur;268;Nijmegen;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gezondheidszorg;268;Nijmegen;1
02UE;0;344;Utrecht;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PB;wo;recht;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PD;wo;economie;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PD;wo;recht;344;Utrecht;5
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PD;wo;gedrag en maatschappij;344;Utrecht;3
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PD;wo;taal en cultuur;344;Utrecht;2
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;344;Utrecht;2
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PI;wo;landbouw en natuurlijke omgeving;344;Utrecht;1
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PK;wo;recht;344;Utrecht;4
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PK;wo;gedrag en maatschappij;344;Utrecht;3
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;2
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;312;Bunnik;1
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;344;Utrecht;2
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PL;wo;gedrag en maatschappij;344;Utrecht;2
02UE;0;344;Utrecht;vwo;diploma;ec/maat & cul/maat;21PN;wo;economie;344;Utrecht;1
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PD;wo;gezondheidszorg;344;Utrecht;1
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PE;wo;recht;599;Rotterdam;1
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PF;wo;techniek;492;Bergschenhoek;2
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PF;wo;techniek;493;Berkel en Rodenrijs;2
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PF;wo;techniek;599;Rotterdam;4
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PF;wo;techniek;1926;Pijnacker-Nootdorp;1
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PG;wo;techniek;492;Bergschenhoek;1
02UG;0;599;Rotterdam;vwo;diploma;nat/tech;21PK;wo;natuur;599;Rotterdam;1
02UG;0;599;Rotterdam;vwo;diploma;nat/gezond;21PE;wo;gezondheidszorg;1926;Pijnacker-Nootdorp;1
02UG;0;599;Rotterdam;vwo;diploma;nat/gezond;21PE;wo;economie;492;Bergschenhoek;3
02UG;0;599;Rotterdam;vwo;diploma;nat/gezond;21PE;wo;gedrag en maatschappij;599;Rotterdam;2
02UG;0;599;Rotterdam;vwo;diploma;nat/gezond;21PF;wo;techniek;503;Delft;1
02UG;0;599;Rotterdam;vwo;diploma;nat/gezond;21PF;wo;techniek;599;Rotterdam;1
02UG;0;599;Rotterdam;vwo;diploma;ec/maat;21PB;wo;recht;492;Bergschenhoek;1
02UG;0;599;Rotterdam;vwo;diploma;ec/maat;21PB;wo;recht;546;Leiden;2
02UG;0;599;Rotterdam;vwo;diploma;ec/maat;21PD;wo;recht;599;Rotterdam;1
02UG;0;599;Rotterdam;vwo;diploma;ec/maat;21PE;wo;economie;492;Bergschenhoek;1
02UG;0;599;Rotterdam;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;2
02UG;0;599;Rotterdam;vwo;diploma;ec/maat;21PE;wo;recht;493;Berkel en Rodenrijs;1
02UG;0;599;Rotterdam;vwo;diploma;ec/maat;21PE;wo;gedrag en maatschappij;599;Rotterdam;1
02UG;0;599;Rotterdam;vwo;diploma;cul/maat;21PB;wo;taal en cultuur;599;Rotterdam;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PC;wo;natuur;14;Groningen;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PD;wo;natuur;228;Ede;3
02UP;0;228;Ede;vwo;diploma;nat/tech;21PD;wo;natuur;344;Utrecht;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PD;wo;natuur;345;Veenendaal;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PD;wo;gezondheidszorg;344;Utrecht;2
02UP;0;228;Ede;vwo;diploma;nat/tech;21PE;wo;gezondheidszorg;599;Rotterdam;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PE;wo;economie;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PF;wo;techniek;274;Renkum;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;3
02UP;0;228;Ede;vwo;diploma;nat/tech;21PG;wo;techniek;345;Veenendaal;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;2
02UP;0;228;Ede;vwo;diploma;nat/tech;21PG;wo;techniek;820;Nuenen, Gerwen en Nederwetten;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PH;wo;techniek;153;Enschede;2
02UP;0;228;Ede;vwo;diploma;nat/tech;21PH;wo;techniek;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PH;wo;techniek;274;Renkum;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PJ;wo;gezondheidszorg;935;Maastricht;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PK;wo;gezondheidszorg;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PK;wo;gedrag en maatschappij;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/tech;21PL;wo;natuur;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;natuur;228;Ede;2
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;natuur;274;Renkum;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;natuur;289;Wageningen;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;natuur;345;Veenendaal;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;228;Ede;2
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;345;Veenendaal;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;economie;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;recht;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;taal en cultuur;228;Ede;2
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PD;wo;taal en cultuur;344;Utrecht;2
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PE;wo;economie;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PE;wo;economie;599;Rotterdam;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PK;wo;gezondheidszorg;363;Amsterdam;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PL;wo;sectoroverstijgend;363;Amsterdam;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PL;wo;economie;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PM;wo;natuur;228;Ede;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PM;wo;natuur;268;Nijmegen;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;228;Ede;3
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;289;Wageningen;1
02UP;0;228;Ede;vwo;diploma;nat/gezond;21PM;wo;recht;228;Ede;1
02UP;0;228;Ede;vwo;diploma;ec/maat;21PB;wo;recht;546;Leiden;1
02UP;0;228;Ede;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;546;Leiden;1
02UP;0;228;Ede;vwo;diploma;ec/maat;21PD;wo;economie;228;Ede;2
02UP;0;228;Ede;vwo;diploma;ec/maat;21PD;wo;taal en cultuur;228;Ede;1
02UP;0;228;Ede;vwo;diploma;ec/maat;21PE;wo;economie;228;Ede;4
02UP;0;228;Ede;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;3
02UP;0;228;Ede;vwo;diploma;ec/maat;21PK;wo;economie;228;Ede;1
02UP;0;228;Ede;vwo;diploma;ec/maat;21PL;wo;economie;228;Ede;4
02UP;0;228;Ede;vwo;diploma;ec/maat;21PL;wo;economie;345;Veenendaal;1
02UP;0;228;Ede;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;228;Ede;1
02UP;0;228;Ede;vwo;diploma;ec/maat;21PM;wo;recht;228;Ede;1
02UP;0;228;Ede;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;228;Ede;1
02UP;0;228;Ede;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;344;Utrecht;1
02UP;0;228;Ede;vwo;diploma;cul/maat;21PL;wo;gedrag en maatschappij;228;Ede;1
02UP;0;228;Ede;vwo;diploma;cul/maat;21PM;wo;taal en cultuur;228;Ede;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PB;wo;gezondheidszorg;546;Leiden;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PF;wo;techniek;518;s-Gravenhage;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PF;wo;techniek;1916;Leidschendam-Voorburg;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PH;wo;techniek;153;Enschede;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PL;wo;sectoroverstijgend;363;Amsterdam;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;natuur;518;s-Gravenhage;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;natuur;1783;Westland;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;gezondheidszorg;518;s-Gravenhage;2
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;gedrag en maatschappij;1926;Pijnacker-Nootdorp;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;taal en cultuur;518;s-Gravenhage;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PD;wo;natuur;344;Utrecht;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PF;wo;techniek;1842;Midden-Delfland;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;363;Amsterdam;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PM;wo;gedrag en maatschappij;1916;Leidschendam-Voorburg;1
02US;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PB;wo;recht;546;Leiden;1
02US;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;518;s-Gravenhage;2
02US;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;518;s-Gravenhage;2
02US;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PD;wo;recht;518;s-Gravenhage;1
02US;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PK;wo;taal en cultuur;363;Amsterdam;1
02US;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PK;wo;taal en cultuur;518;s-Gravenhage;1
02US;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;518;s-Gravenhage;1
02US;0;518;s-Gravenhage;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;518;s-Gravenhage;2
02US;0;518;s-Gravenhage;vwo;diploma;cul/maat;21PB;wo;taal en cultuur;518;s-Gravenhage;2
02US;0;518;s-Gravenhage;vwo;diploma;cul/maat;21PD;wo;recht;518;s-Gravenhage;1
02US;0;518;s-Gravenhage;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;518;s-Gravenhage;1
02US;0;518;s-Gravenhage;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;344;Utrecht;1
02US;0;518;s-Gravenhage;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;629;Wassenaar;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PD;wo;gedrag en maatschappij;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PD;wo;taal en cultuur;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PE;wo;economie;599;Rotterdam;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;2
02UT;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PF;wo;techniek;518;s-Gravenhage;6
02UT;0;518;s-Gravenhage;vwo;diploma;nat/tech;21PL;wo;natuur;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;natuur;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;gezondheidszorg;518;s-Gravenhage;2
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;recht;546;Leiden;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PB;wo;gedrag en maatschappij;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PC;wo;techniek;14;Groningen;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PF;wo;techniek;503;Delft;2
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PF;wo;techniek;518;s-Gravenhage;4
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PG;wo;techniek;772;Eindhoven;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PK;wo;natuur;363;Amsterdam;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PK;wo;natuur;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;363;Amsterdam;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;518;s-Gravenhage;2
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PB;wo;sectoroverstijgend;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PB;wo;recht;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PB;wo;recht;1916;Leidschendam-Voorburg;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;518;s-Gravenhage;6
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PC;wo;taal en cultuur;14;Groningen;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PD;wo;economie;344;Utrecht;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PD;wo;recht;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PD;wo;taal en cultuur;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PE;wo;economie;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
02UT;0;518;s-Gravenhage;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;518;s-Gravenhage;1
02UT;0;518;s-Gravenhage;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;344;Utrecht;1
02UT;0;518;s-Gravenhage;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;363;Amsterdam;1
02UV;0;14;Groningen;vwo;diploma;nat/tech;21PC;wo;natuur;14;Groningen;2
