SCHOOLJAAR 2010-2011 IN HET VO (peildatum 1 oktober 2010);;;;;;;SCHOOLJAAR 2011-2012 IN HET HO (peildatum 1 oktober 2011);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
02ME;1;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;gezondheidszorg;405;Hoorn;1
02ME;1;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;385;Edam-Volendam;1
02ME;1;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;405;Hoorn;2
02ME;1;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;432;Opmeer;2
02ME;1;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;466;Wognum;2
02ME;1;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;558;Wester-Koggenland;4
02ME;1;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;385;Edam-Volendam;1
02ME;1;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;558;Wester-Koggenland;2
02ME;1;405;Hoorn;havo;diploma;cul/maat;01MY;hbo;landbouw en natuurlijke omgeving;303;Dronten;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;21UG;hbo;onderwijs;405;Hoorn;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;22EX;hbo;economie;80;Leeuwarden;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;22EX;hbo;gedrag en maatschappij;80;Leeuwarden;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;25DW;hbo;economie;405;Hoorn;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;27PZ;hbo;onderwijs;558;Wester-Koggenland;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;27PZ;hbo;economie;558;Wester-Koggenland;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;27PZ;hbo;gedrag en maatschappij;432;Opmeer;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;onderwijs;405;Hoorn;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;onderwijs;558;Wester-Koggenland;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;economie;405;Hoorn;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;economie;529;Noorder-Koggenland;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;385;Edam-Volendam;1
02ME;1;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;405;Hoorn;2
02ME;1;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;558;Wester-Koggenland;1
02ME;1;405;Hoorn;havo;diploma;nat/tech & nat/gezond;28DN;hbo;techniek;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PB;wo;sectoroverstijgend;518;s-Gravenhage;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PC;wo;natuur;14;Groningen;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PD;wo;natuur;312;Bunnik;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PD;wo;economie;344;Utrecht;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PE;wo;economie;599;Rotterdam;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PF;wo;techniek;466;Wognum;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;3
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PF;wo;techniek;558;Wester-Koggenland;2
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PH;wo;techniek;153;Enschede;8
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PK;wo;economie;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PK;wo;economie;498;Drechterland;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PK;wo;economie;558;Wester-Koggenland;1
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PL;wo;gezondheidszorg;405;Hoorn;2
02ME;1;405;Hoorn;vwo;diploma;nat/tech;21PL;wo;gezondheidszorg;558;Wester-Koggenland;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PB;wo;natuur;546;Leiden;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PB;wo;gedrag en maatschappij;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PE;wo;economie;599;Rotterdam;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PF;wo;techniek;503;Delft;2
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PG;wo;techniek;772;Eindhoven;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;natuur;498;Drechterland;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;natuur;558;Wester-Koggenland;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;gezondheidszorg;363;Amsterdam;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;gedrag en maatschappij;432;Opmeer;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;gedrag en maatschappij;478;Zeevang;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;natuur;466;Wognum;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;385;Edam-Volendam;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;405;Hoorn;2
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;558;Wester-Koggenland;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;economie;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PB;wo;onderwijs;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PB;wo;recht;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;546;Leiden;2
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;546;Leiden;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PC;wo;taal en cultuur;14;Groningen;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PD;wo;recht;344;Utrecht;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PD;wo;recht;498;Drechterland;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;498;Drechterland;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;2
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PJ;wo;recht;935;Maastricht;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;sectoroverstijgend;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;economie;363;Amsterdam;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;economie;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;economie;529;Noorder-Koggenland;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;economie;558;Wester-Koggenland;2
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;recht;363;Amsterdam;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;recht;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;405;Hoorn;2
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;478;Zeevang;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;558;Wester-Koggenland;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;taal en cultuur;432;Opmeer;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;taal en cultuur;466;Wognum;2
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PL;wo;natuur;363;Amsterdam;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;558;Wester-Koggenland;1
02ME;1;405;Hoorn;vwo;diploma;ec/maat;25BE;hbo;onderwijs;14;Groningen;1
02ME;1;405;Hoorn;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02ME;1;405;Hoorn;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;344;Utrecht;1
02ME;1;405;Hoorn;vwo;diploma;cul/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02ME;1;405;Hoorn;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;405;Hoorn;2
02ME;1;405;Hoorn;vwo;diploma;cul/maat;21PL;wo;gedrag en maatschappij;405;Hoorn;1
02ME;1;405;Hoorn;vwo;diploma;cul/maat;21PL;wo;taal en cultuur;363;Amsterdam;1
02ME;1;405;Hoorn;vwo;diploma;cul/maat;28DN;hbo;gezondheidszorg;466;Wognum;1
02ME;2;405;Hoorn;havo;geen diploma;nat/tech;28DN;hbo;techniek;466;Wognum;1
02ME;2;405;Hoorn;havo;diploma;nat/tech;21WN;hbo;techniek;93;Terschelling;1
02ME;2;405;Hoorn;havo;diploma;nat/tech;27PZ;hbo;techniek;405;Hoorn;2
02ME;2;405;Hoorn;havo;diploma;nat/tech;27PZ;hbo;techniek;459;Wervershoof;1
02ME;2;405;Hoorn;havo;diploma;nat/tech;27PZ;hbo;techniek;498;Drechterland;3
02ME;2;405;Hoorn;havo;diploma;nat/tech;28DN;hbo;techniek;405;Hoorn;2
02ME;2;405;Hoorn;havo;diploma;nat/tech;28DN;hbo;techniek;432;Opmeer;2
02ME;2;405;Hoorn;havo;diploma;nat/tech;28DN;hbo;techniek;466;Wognum;1
02ME;2;405;Hoorn;havo;diploma;nat/tech;28DN;hbo;economie;405;Hoorn;2
02ME;2;405;Hoorn;havo;diploma;nat/gezond;21WN;hbo;economie;432;Opmeer;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;22EX;hbo;economie;80;Leeuwarden;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;25BA;hbo;gedrag en maatschappij;228;Ede;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;27PZ;hbo;gezondheidszorg;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;27PZ;hbo;gezondheidszorg;432;Opmeer;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;27PZ;hbo;gezondheidszorg;498;Drechterland;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;27PZ;hbo;gedrag en maatschappij;416;Langedijk;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;onderwijs;363;Amsterdam;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;onderwijs;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;onderwijs;466;Wognum;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;techniek;498;Drechterland;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;388;Enkhuizen;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;405;Hoorn;2
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;432;Opmeer;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;459;Wervershoof;2
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;466;Wognum;2
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;economie;405;Hoorn;2
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;gedrag en maatschappij;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;nat/gezond;28DN;hbo;gedrag en maatschappij;459;Wervershoof;2
02ME;2;405;Hoorn;havo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;80;Leeuwarden;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;27PZ;hbo;onderwijs;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;27PZ;hbo;onderwijs;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;27PZ;hbo;gezondheidszorg;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;27PZ;hbo;economie;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;27PZ;hbo;economie;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;onderwijs;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;onderwijs;420;Medemblik;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;onderwijs;466;Wognum;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;techniek;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;techniek;498;Drechterland;2
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;techniek;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;405;Hoorn;8
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;420;Medemblik;5
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;432;Opmeer;2
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;459;Wervershoof;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;466;Wognum;2
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;498;Drechterland;2
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;economie;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;466;Wognum;2
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;498;Drechterland;2
02ME;2;405;Hoorn;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;27PZ;hbo;onderwijs;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;27PZ;hbo;economie;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;27UM;hbo;economie;405;Hoorn;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;onderwijs;405;Hoorn;3
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;onderwijs;498;Drechterland;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;onderwijs;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;techniek;420;Medemblik;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;gezondheidszorg;363;Amsterdam;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;gezondheidszorg;459;Wervershoof;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;economie;420;Medemblik;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;economie;466;Wognum;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;economie;498;Drechterland;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;405;Hoorn;4
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;459;Wervershoof;1
02ME;2;405;Hoorn;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;529;Noorder-Koggenland;2
02ME;2;405;Hoorn;vwo;diploma;nat/tech;21PK;wo;natuur;466;Wognum;1
02ME;2;405;Hoorn;vwo;diploma;nat/tech;21PK;wo;gezondheidszorg;420;Medemblik;1
02ME;2;405;Hoorn;vwo;diploma;nat/tech;21PK;wo;economie;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/tech;21PK;wo;economie;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;vwo;diploma;nat/tech;21PL;wo;natuur;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/tech;21PL;wo;economie;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PE;wo;gezondheidszorg;599;Rotterdam;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;natuur;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;gezondheidszorg;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;gezondheidszorg;466;Wognum;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;economie;466;Wognum;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;gedrag en maatschappij;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PK;wo;gedrag en maatschappij;498;Drechterland;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;natuur;405;Hoorn;2
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;natuur;420;Medemblik;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;498;Drechterland;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;economie;405;Hoorn;2
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;gedrag en maatschappij;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21PL;wo;gedrag en maatschappij;466;Wognum;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;21QA;hbo;taal en cultuur;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;22EX;hbo;economie;80;Leeuwarden;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;28DN;hbo;techniek;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;1
02ME;2;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;economie;405;Hoorn;2
02ME;2;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;economie;432;Opmeer;1
02ME;2;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02ME;2;405;Hoorn;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;498;Drechterland;1
02ME;2;405;Hoorn;vwo;diploma;ec/maat;21PL;wo;recht;420;Medemblik;1
02ME;2;405;Hoorn;vwo;diploma;ec/maat;28DN;hbo;techniek;498;Drechterland;1
02ME;2;405;Hoorn;vwo;diploma;cul/maat;21PK;wo;recht;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;vwo;diploma;cul/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02ME;2;405;Hoorn;vwo;diploma;cul/maat;21PK;wo;gedrag en maatschappij;498;Drechterland;1
02ME;2;405;Hoorn;vwo;diploma;cul/maat;21PK;wo;gedrag en maatschappij;529;Noorder-Koggenland;1
02ME;2;405;Hoorn;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;466;Wognum;2
02ME;2;405;Hoorn;vwo;diploma;cul/maat;21PL;wo;gedrag en maatschappij;466;Wognum;1
02ME;2;405;Hoorn;vwo;diploma;cul/maat;21UG;hbo;onderwijs;405;Hoorn;1
02ME;2;405;Hoorn;vwo;diploma;cul/maat;28DN;hbo;gezondheidszorg;498;Drechterland;1
02ME;2;405;Hoorn;vwo;diploma;cul/maat;28DN;hbo;economie;405;Hoorn;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;22OJ;hbo;techniek;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;22OJ;hbo;techniek;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;27PZ;hbo;techniek;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;27PZ;hbo;techniek;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;27UM;hbo;techniek;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;27UM;hbo;techniek;1926;Pijnacker-Nootdorp;2
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;28DN;hbo;techniek;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;28DN;hbo;techniek;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;21RI;hbo;gedrag en maatschappij;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;21RI;hbo;gedrag en maatschappij;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;22OJ;hbo;techniek;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;22OJ;hbo;economie;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;27PZ;hbo;onderwijs;1926;Pijnacker-Nootdorp;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;27PZ;hbo;landbouw en natuurlijke omgeving;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;27UM;hbo;economie;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;21RI;hbo;gezondheidszorg;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;21RI;hbo;economie;518;s-Gravenhage;2
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;21RI;hbo;economie;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;21RI;hbo;gedrag en maatschappij;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;21RI;hbo;gedrag en maatschappij;1926;Pijnacker-Nootdorp;3
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;21UI;hbo;economie;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;22OJ;hbo;onderwijs;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;25DW;hbo;economie;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;25DW;hbo;economie;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27PZ;hbo;economie;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27PZ;hbo;economie;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27UM;hbo;onderwijs;1926;Pijnacker-Nootdorp;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27UM;hbo;economie;518;s-Gravenhage;2
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27UM;hbo;economie;603;Rijswijk;2
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27UM;hbo;economie;1916;Leidschendam-Voorburg;9
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27UM;hbo;economie;1926;Pijnacker-Nootdorp;2
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;28DN;hbo;economie;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;21RI;hbo;gezondheidszorg;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;21RI;hbo;economie;1916;Leidschendam-Voorburg;2
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;21RI;hbo;gedrag en maatschappij;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;22OJ;hbo;onderwijs;1916;Leidschendam-Voorburg;2
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;22OJ;hbo;economie;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;25BE;hbo;taal en cultuur;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;27UM;hbo;economie;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;27UM;hbo;economie;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;cul/maat;27UM;hbo;gedrag en maatschappij;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech & nat/gezond;25DW;hbo;gezondheidszorg;344;Utrecht;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat & cul/maat;27UM;hbo;economie;518;s-Gravenhage;1
02MU;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat & cul/maat;27UM;hbo;gedrag en maatschappij;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;vwo;geen diploma;nat/tech;27UM;hbo;techniek;1926;Pijnacker-Nootdorp;1
02MU;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech;21PB;wo;natuur;603;Rijswijk;1
02MU;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech;21PB;wo;natuur;1916;Leidschendam-Voorburg;1
02MU;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech;21PB;wo;gezondheidszorg;546;Leiden;1
02MU;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech;21PB;wo;gezondheidszorg;603;Rijswijk;1
