SCHOOLJAAR 2012-2013 IN HET VO (peildatum 1 oktober 2012);;;;;;;SCHOOLJAAR 2013-2014 IN HET HO (peildatum 1 oktober 2013);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
01KL;0;453;VELSEN;havo;diploma;cul/maat;28DN;HBO;economie;453;Velsen;3
01KL;0;453;VELSEN;havo;diploma;cul/maat;28DN;HBO;onderwijs;453;Velsen;2
01KL;0;453;VELSEN;havo;diploma;cul/maat;28DN;HBO;techniek;396;Heemskerk;1
01KL;0;453;VELSEN;havo;diploma;nat/tech & nat/gezond;21RI;HBO;gezondheidszorg;392;Haarlem;1
01KL;0;453;VELSEN;havo;diploma;nat/tech & nat/gezond;21RI;HBO;techniek;453;Velsen;2
01KL;0;453;VELSEN;havo;diploma;nat/tech & nat/gezond;27PZ;HBO;gezondheidszorg;453;Velsen;2
01KL;0;453;VELSEN;havo;diploma;nat/tech & nat/gezond;27UM;HBO;techniek;453;Velsen;2
01KL;0;453;VELSEN;havo;diploma;nat/tech & nat/gezond;28DN;HBO;onderwijs;453;Velsen;1
01KL;0;453;VELSEN;havo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;392;Haarlem;1
01KL;0;453;VELSEN;havo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;453;Velsen;2
01KL;0;453;VELSEN;vwo;diploma;nat/tech;21PF;WO;techniek;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;nat/gezond;21PH;WO;techniek;153;Enschede;1
01KL;0;453;VELSEN;vwo;diploma;nat/gezond;21PK;WO;gezondheidszorg;363;Amsterdam;1
01KL;0;453;VELSEN;vwo;diploma;nat/gezond;21PK;WO;natuur;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;393;Haarlemmerliede en Spaarnwoude;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;453;Velsen;2
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PB;WO;recht;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PD;WO;sectoroverstijgend;344;Utrecht;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PK;WO;economie;453;Velsen;4
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PK;WO;gedrag en maatschappij;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PK;WO;taal en cultuur;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PL;WO;gedrag en maatschappij;393;Haarlemmerliede en Spaarnwoude;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21PL;WO;natuur;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;21RI;HBO;onderwijs;392;Haarlem;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;25DW;HBO;economie;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;ec/maat;28DN;HBO;economie;453;Velsen;2
01KL;0;453;VELSEN;vwo;diploma;ec/maat;28DN;HBO;gezondheidszorg;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;cul/maat;21PI;WO;landbouw en natuurlijke omgeving;289;Wageningen;1
01KL;0;453;VELSEN;vwo;diploma;cul/maat;21PK;WO;gedrag en maatschappij;453;Velsen;3
01KL;0;453;VELSEN;vwo;diploma;cul/maat;21PK;WO;taal en cultuur;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;cul/maat;21PL;WO;recht;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gedrag en maatschappij;393;Haarlemmerliede en Spaarnwoude;1
01KL;0;453;VELSEN;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gezondheidszorg;453;Velsen;1
01KL;0;453;VELSEN;vwo;diploma;nat/tech & nat/gezond;21PL;WO;economie;393;Haarlemmerliede en Spaarnwoude;1
01KL;0;453;VELSEN;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;453;Velsen;2
01KL;0;453;VELSEN;vwo;diploma;nat/tech & nat/gezond;21PL;WO;natuur;453;Velsen;2
01LZ;0;392;HAARLEM;havo;diploma;nat/tech;28DN;HBO;techniek;377;Bloemendaal;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech;28DN;HBO;techniek;473;Zandvoort;1
01LZ;0;392;HAARLEM;havo;diploma;nat/gezond;21RI;HBO;economie;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;nat/gezond;27PZ;HBO;gezondheidszorg;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;nat/gezond;28DN;HBO;onderwijs;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;nat/gezond;30TX;HBO;landbouw en natuurlijke omgeving;303;Dronten;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;21RI;HBO;economie;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;21RI;HBO;gezondheidszorg;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;22EX;HBO;economie;80;Leeuwarden;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;23AH;HBO;gedrag en maatschappij;150;Deventer;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;268;Nijmegen;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;27PZ;HBO;economie;392;Haarlem;2
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;27PZ;HBO;techniek;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;27UM;HBO;economie;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;28DN;HBO;economie;372;Bennebroek;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;28DN;HBO;economie;392;Haarlem;2
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;28DN;HBO;gedrag en maatschappij;392;Haarlem;2
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;28DN;HBO;onderwijs;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;28DN;HBO;onderwijs;397;Heemstede;2
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;28DN;HBO;techniek;377;Bloemendaal;2
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;28DN;HBO;techniek;392;Haarlem;2
01LZ;0;392;HAARLEM;havo;diploma;ec/maat;28DN;HBO;techniek;397;Heemstede;1
01LZ;0;392;HAARLEM;havo;diploma;cul/maat;25BE;HBO;gedrag en maatschappij;14;Groningen;1
01LZ;0;392;HAARLEM;havo;diploma;cul/maat;28DN;HBO;gedrag en maatschappij;377;Bloemendaal;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;07GR;HBO;economie;796;s-Hertogenbosch;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;07GR;HBO;techniek;377;Bloemendaal;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;21RI;HBO;gedrag en maatschappij;397;Heemstede;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;21RI;HBO;techniek;397;Heemstede;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;21UI;HBO;techniek;826;Oosterhout;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;25BE;HBO;techniek;14;Groningen;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;27PZ;HBO;gezondheidszorg;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;28DN;HBO;economie;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;28DN;HBO;gezondheidszorg;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;392;Haarlem;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat & cul/maat;21RI;HBO;gedrag en maatschappij;394;Haarlemmermeer;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat & cul/maat;27PZ;HBO;gedrag en maatschappij;397;Heemstede;1
01LZ;0;392;HAARLEM;havo;diploma;ec/maat & cul/maat;27PZ;HBO;onderwijs;377;Bloemendaal;1
01LZ;0;392;HAARLEM;vwo;geen diploma;ec/maat;21PK;WO;sectoroverstijgend;363;Amsterdam;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech;21PB;WO;recht;397;Heemstede;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech;21PF;WO;techniek;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech;21PF;WO;techniek;503;Delft;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech;21PK;WO;economie;393;Haarlemmerliede en Spaarnwoude;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech;21PK;WO;natuur;377;Bloemendaal;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/gezond;21PB;WO;gedrag en maatschappij;392;Haarlem;2
01LZ;0;392;HAARLEM;vwo;diploma;nat/gezond;21PB;WO;taal en cultuur;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/gezond;21PD;WO;gezondheidszorg;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;392;Haarlem;2
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PB;WO;recht;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PB;WO;taal en cultuur;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PB;WO;taal en cultuur;397;Heemstede;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PC;WO;economie;14;Groningen;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PE;WO;economie;599;Rotterdam;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PK;WO;economie;392;Haarlem;2
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PK;WO;gedrag en maatschappij;363;Amsterdam;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PK;WO;gedrag en maatschappij;377;Bloemendaal;2
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PK;WO;gedrag en maatschappij;392;Haarlem;2
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PK;WO;recht;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat;21PL;WO;economie;392;Haarlem;2
01LZ;0;392;HAARLEM;vwo;diploma;cul/maat;21PK;WO;gedrag en maatschappij;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PB;WO;gedrag en maatschappij;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PB;WO;natuur;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PB;WO;natuur;397;Heemstede;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PB;WO;sectoroverstijgend;518;s-Gravenhage;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PC;WO;natuur;14;Groningen;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gezondheidszorg;344;Utrecht;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;392;Haarlem;3
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;397;Heemstede;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;503;Delft;4
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;economie;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;economie;397;Heemstede;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gedrag en maatschappij;363;Amsterdam;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gezondheidszorg;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gezondheidszorg;397;Heemstede;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;377;Bloemendaal;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;363;Amsterdam;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;377;Bloemendaal;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;sectoroverstijgend;363;Amsterdam;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;28DN;HBO;economie;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;nat/tech & nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;228;Ede;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat & cul/maat;21PB;WO;gedrag en maatschappij;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat & cul/maat;21PD;WO;gedrag en maatschappij;394;Haarlemmermeer;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat & cul/maat;21PE;WO;gedrag en maatschappij;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat & cul/maat;21PK;WO;gedrag en maatschappij;363;Amsterdam;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat & cul/maat;21PK;WO;gedrag en maatschappij;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat & cul/maat;21PK;WO;recht;392;Haarlem;1
01LZ;0;392;HAARLEM;vwo;diploma;ec/maat & cul/maat;21RI;HBO;gedrag en maatschappij;392;Haarlem;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech;21RI;HBO;gedrag en maatschappij;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech;22OJ;HBO;economie;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech;22OJ;HBO;techniek;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech;25DW;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech;27PZ;HBO;techniek;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech;27UM;HBO;techniek;637;Zoetermeer;4
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;21RI;HBO;economie;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;21RI;HBO;gedrag en maatschappij;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;21RI;HBO;techniek;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;21UI;HBO;economie;855;Tilburg;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;22OJ;HBO;techniek;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;25DW;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;27PZ;HBO;landbouw en natuurlijke omgeving;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;27PZ;HBO;techniek;1926;Pijnacker-Nootdorp;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;27UM;HBO;economie;518;s-Gravenhage;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;27UM;HBO;economie;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;27UM;HBO;gezondheidszorg;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;27UM;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/gezond;27UM;HBO;techniek;637;Zoetermeer;9
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;21CW;HBO;landbouw en natuurlijke omgeving;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;21RI;HBO;economie;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;21RI;HBO;gedrag en maatschappij;637;Zoetermeer;5
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;21RI;HBO;gedrag en maatschappij;1916;Leidschendam-Voorburg;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;21RI;HBO;onderwijs;637;Zoetermeer;4
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;22OJ;HBO;economie;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;22OJ;HBO;gezondheidszorg;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;25DW;HBO;economie;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;25DW;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;27PZ;HBO;economie;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;27PZ;HBO;economie;1916;Leidschendam-Voorburg;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;27UM;HBO;economie;637;Zoetermeer;20
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;27UM;HBO;economie;758;Breda;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;27UM;HBO;gedrag en maatschappij;637;Zoetermeer;6
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;27UM;HBO;techniek;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat;30GB;HBO;economie;855;Tilburg;1
01MB;0;637;ZOETERMEER;havo;diploma;cul/maat;21QA;HBO;taal en cultuur;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;cul/maat;21RI;HBO;gedrag en maatschappij;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;cul/maat;21RI;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;cul/maat;22OJ;HBO;taal en cultuur;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;cul/maat;23AH;HBO;economie;285;Voorst;1
01MB;0;637;ZOETERMEER;havo;diploma;cul/maat;27UM;HBO;economie;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;havo;diploma;cul/maat;27UM;HBO;techniek;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech & nat/gezond;21RI;HBO;gedrag en maatschappij;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech & nat/gezond;21RI;HBO;techniek;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech & nat/gezond;22OJ;HBO;techniek;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech & nat/gezond;27UM;HBO;economie;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;havo;diploma;nat/tech & nat/gezond;27UM;HBO;techniek;637;Zoetermeer;4
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat & cul/maat;21RI;HBO;gedrag en maatschappij;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat & cul/maat;25DW;HBO;onderwijs;1666;Zevenhuizen-Moerkapelle;1
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat & cul/maat;27UM;HBO;economie;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;havo;diploma;ec/maat & cul/maat;30HD;HBO;landbouw en natuurlijke omgeving;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;geen diploma;nat/tech;27UM;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech;21PB;WO;recht;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech;21PE;WO;economie;599;Rotterdam;2
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech;21PE;WO;economie;637;Zoetermeer;4
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech;21PE;WO;gedrag en maatschappij;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech;21PF;WO;techniek;637;Zoetermeer;9
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech;22OJ;HBO;techniek;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PB;WO;gedrag en maatschappij;637;Zoetermeer;4
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PB;WO;gedrag en maatschappij;1926;Pijnacker-Nootdorp;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PB;WO;gezondheidszorg;637;Zoetermeer;4
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PB;WO;natuur;637;Zoetermeer;5
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PB;WO;recht;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PB;WO;taal en cultuur;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PD;WO;gezondheidszorg;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PE;WO;economie;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PE;WO;recht;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PK;WO;natuur;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;21PM;WO;taal en cultuur;1666;Zevenhuizen-Moerkapelle;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;22OJ;HBO;techniek;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/gezond;27UM;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PB;WO;recht;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PB;WO;taal en cultuur;637;Zoetermeer;4
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PC;WO;taal en cultuur;14;Groningen;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PD;WO;gedrag en maatschappij;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PE;WO;economie;637;Zoetermeer;10
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PE;WO;economie;1672;Rijnwoude;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PE;WO;gedrag en maatschappij;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PK;WO;economie;1926;Pijnacker-Nootdorp;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;21PK;WO;gedrag en maatschappij;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat;27UM;HBO;economie;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;cul/maat;21PB;WO;gedrag en maatschappij;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;vwo;diploma;cul/maat;21PB;WO;recht;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;vwo;diploma;cul/maat;21PB;WO;sectoroverstijgend;518;s-Gravenhage;1
01MB;0;637;ZOETERMEER;vwo;diploma;cul/maat;21PB;WO;taal en cultuur;637;Zoetermeer;2
01MB;0;637;ZOETERMEER;vwo;diploma;cul/maat;21PE;WO;gedrag en maatschappij;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;cul/maat;27UM;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PB;WO;gezondheidszorg;547;Leiderdorp;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PB;WO;gezondheidszorg;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PB;WO;natuur;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PB;WO;recht;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PD;WO;natuur;1672;Rijnwoude;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PE;WO;gezondheidszorg;1666;Zevenhuizen-Moerkapelle;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;493;Berkel en Rodenrijs;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;637;Zoetermeer;7
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PH;WO;gezondheidszorg;153;Enschede;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;228;Ede;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;363;Amsterdam;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;1672;Rijnwoude;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;21PM;WO;natuur;268;Nijmegen;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;22OJ;HBO;onderwijs;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;nat/tech & nat/gezond;27PZ;HBO;gezondheidszorg;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat & cul/maat;02NR;HBO;economie;518;s-Gravenhage;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat & cul/maat;21PB;WO;gedrag en maatschappij;637;Zoetermeer;3
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat & cul/maat;21PB;WO;recht;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat & cul/maat;21PB;WO;taal en cultuur;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat & cul/maat;21PD;WO;recht;637;Zoetermeer;1
01MB;0;637;ZOETERMEER;vwo;diploma;ec/maat & cul/maat;21PE;WO;economie;637;Zoetermeer;1
