SCHOOLJAAR 2010-2011 IN HET VO (peildatum 1 oktober 2010);;;;;;;SCHOOLJAAR 2011-2012 IN HET HO (peildatum 1 oktober 2011);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;518;s-Gravenhage;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;1926;Pijnacker-Nootdorp;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PL;wo;economie;603;Rijswijk;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;cul/maat;21PB;wo;onderwijs;518;s-Gravenhage;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;cul/maat;21PB;wo;recht;518;s-Gravenhage;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;cul/maat;21PL;wo;recht;1916;Leidschendam-Voorburg;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;onderwijs;1916;Leidschendam-Voorburg;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;518;s-Gravenhage;2
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;1926;Pijnacker-Nootdorp;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;techniek;1916;Leidschendam-Voorburg;2
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;techniek;1926;Pijnacker-Nootdorp;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;recht;518;s-Gravenhage;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;recht;546;Leiden;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gedrag en maatschappij;603;Rijswijk;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gedrag en maatschappij;1916;Leidschendam-Voorburg;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;344;Utrecht;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;1926;Pijnacker-Nootdorp;2
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PE;wo;economie;1916;Leidschendam-Voorburg;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PE;wo;gedrag en maatschappij;603;Rijswijk;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;518;s-Gravenhage;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1916;Leidschendam-Voorburg;7
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;518;s-Gravenhage;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PB;wo;onderwijs;546;Leiden;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PB;wo;recht;1916;Leidschendam-Voorburg;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PB;wo;taal en cultuur;1916;Leidschendam-Voorburg;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;1916;Leidschendam-Voorburg;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;1926;Pijnacker-Nootdorp;1
02VO;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;1916;Leidschendam-Voorburg;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech;21PK;wo;onderwijs;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech;21PK;wo;natuur;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech;21PK;wo;natuur;479;Zaanstad;3
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech;21PL;wo;economie;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech;21PL;wo;gedrag en maatschappij;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/gezond;21PL;wo;gedrag en maatschappij;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat;21PK;wo;economie;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;479;Zaanstad;5
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat;21PL;wo;economie;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;cul/maat;21PL;wo;gedrag en maatschappij;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;2
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gezondheidszorg;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gedrag en maatschappij;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gedrag en maatschappij;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PL;wo;natuur;479;Zaanstad;3
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gedrag en maatschappij;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;nat/tech & nat/gezond;21PL;wo;taal en cultuur;363;Amsterdam;1
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat & cul/maat;21PL;wo;economie;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat & cul/maat;21PL;wo;economie;479;Zaanstad;1
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat & cul/maat;21PL;wo;gedrag en maatschappij;431;Oostzaan;1
02VQ;0;479;Zaanstad;vwo;diploma;ec/maat & cul/maat;21PL;wo;gedrag en maatschappij;479;Zaanstad;1
02VR;0;355;Zeist;vwo;diploma;nat/tech;21PF;wo;techniek;310;De Bilt;1
02VR;0;355;Zeist;vwo;diploma;nat/tech;21PF;wo;techniek;312;Bunnik;1
02VR;0;355;Zeist;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;2
02VR;0;355;Zeist;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PB;wo;recht;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;2
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PC;wo;taal en cultuur;14;Groningen;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PD;wo;natuur;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PE;wo;economie;599;Rotterdam;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PE;wo;recht;599;Rotterdam;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PJ;wo;sectoroverstijgend;935;Maastricht;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PK;wo;gedrag en maatschappij;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PL;wo;natuur;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;342;Soest;1
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PB;wo;recht;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PB;wo;recht;546;Leiden;2
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PD;wo;economie;344;Utrecht;1
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PD;wo;economie;355;Zeist;6
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;4
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PE;wo;recht;599;Rotterdam;1
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PE;wo;gedrag en maatschappij;599;Rotterdam;2
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PK;wo;taal en cultuur;310;De Bilt;1
02VR;0;355;Zeist;vwo;diploma;ec/maat;21PN;wo;recht;855;Tilburg;1
02VR;0;355;Zeist;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PB;wo;recht;546;Leiden;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PB;wo;taal en cultuur;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PD;wo;sectoroverstijgend;344;Utrecht;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;1581;Utrechtse Heuvelrug;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gedrag en maatschappij;310;De Bilt;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PE;wo;gezondheidszorg;599;Rotterdam;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;8
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1783;Westland;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;310;De Bilt;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PK;wo;economie;355;Zeist;1
02VR;0;355;Zeist;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;310;De Bilt;1
02VR;0;355;Zeist;vwo;diploma;ec/maat & cul/maat;21PD;wo;recht;344;Utrecht;1
02VR;0;355;Zeist;vwo;diploma;ec/maat & cul/maat;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech;21PF;wo;techniek;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PD;wo;natuur;312;Bunnik;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PD;wo;natuur;344;Utrecht;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PD;wo;natuur;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PD;wo;natuur;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;344;Utrecht;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PD;wo;taal en cultuur;344;Utrecht;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PD;wo;taal en cultuur;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PC;wo;economie;14;Groningen;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PC;wo;recht;14;Groningen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PC;wo;taal en cultuur;14;Groningen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PD;wo;economie;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PD;wo;recht;307;Amersfoort;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PD;wo;taal en cultuur;344;Utrecht;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;3
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PE;wo;economie;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PK;wo;economie;363;Amsterdam;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;352;Wijk bij Duurstede;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat;21PL;wo;economie;363;Amsterdam;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PB;wo;taal en cultuur;579;Oegstgeest;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PD;wo;recht;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;1581;Utrechtse Heuvelrug;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PE;wo;gedrag en maatschappij;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PE;wo;gedrag en maatschappij;599;Rotterdam;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PF;wo;techniek;503;Delft;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;363;Amsterdam;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;1581;Utrechtse Heuvelrug;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PB;wo;techniek;503;Delft;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;14;Groningen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;1581;Utrechtse Heuvelrug;3
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;352;Wijk bij Duurstede;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;1581;Utrechtse Heuvelrug;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;4
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PH;wo;gezondheidszorg;153;Enschede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;352;Wijk bij Duurstede;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gezondheidszorg;363;Amsterdam;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;363;Amsterdam;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;1581;Utrechtse Heuvelrug;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PL;wo;economie;363;Amsterdam;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PM;wo;natuur;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gezondheidszorg;268;Nijmegen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gezondheidszorg;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;nat/gezond & ec/maat;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PB;wo;recht;546;Leiden;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PB;wo;gedrag en maatschappij;518;s-Gravenhage;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PC;wo;economie;14;Groningen;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;14;Groningen;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PD;wo;sectoroverstijgend;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PD;wo;recht;344;Utrecht;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PD;wo;gedrag en maatschappij;352;Wijk bij Duurstede;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PD;wo;gedrag en maatschappij;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PD;wo;taal en cultuur;352;Wijk bij Duurstede;2
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PD;wo;taal en cultuur;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PK;wo;economie;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PK;wo;gedrag en maatschappij;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PK;wo;gedrag en maatschappij;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PL;wo;economie;214;Buren;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PL;wo;economie;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PL;wo;economie;363;Amsterdam;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;ec/maat & cul/maat;21PN;wo;gedrag en maatschappij;855;Tilburg;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PB;wo;natuur;546;Leiden;2
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PB;wo;taal en cultuur;546;Leiden;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PB;wo;taal en cultuur;579;Oegstgeest;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PC;wo;natuur;14;Groningen;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PC;wo;gezondheidszorg;14;Groningen;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PD;wo;natuur;262;Lochem;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PD;wo;gezondheidszorg;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PD;wo;gezondheidszorg;310;De Bilt;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;2
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PH;wo;techniek;153;Enschede;2
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PH;wo;techniek;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PH;wo;techniek;1876;Bronckhorst;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PI;wo;landbouw en natuurlijke omgeving;285;Voorst;2
02VS;0;301;Zutphen;vwo;diploma;nat/tech;21PK;wo;gezondheidszorg;363;Amsterdam;2
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PB;wo;taal en cultuur;546;Leiden;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PC;wo;economie;14;Groningen;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PD;wo;natuur;344;Utrecht;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PF;wo;techniek;1842;Midden-Delfland;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;2
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;363;Amsterdam;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;onderwijs;241;Groesbeek;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;1876;Bronckhorst;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;gedrag en maatschappij;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;gedrag en maatschappij;1876;Bronckhorst;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PC;wo;economie;14;Groningen;2
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PC;wo;economie;56;Zuidhorn;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PC;wo;economie;1699;Noordenveld;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PM;wo;economie;268;Nijmegen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PM;wo;gedrag en maatschappij;275;Rheden;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PM;wo;gedrag en maatschappij;301;Zutphen;3
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PM;wo;taal en cultuur;268;Nijmegen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PM;wo;taal en cultuur;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PN;wo;gedrag en maatschappij;855;Tilburg;2
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PC;wo;gedrag en maatschappij;14;Groningen;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PM;wo;gedrag en maatschappij;213;Brummen;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PM;wo;gedrag en maatschappij;262;Lochem;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PM;wo;gedrag en maatschappij;301;Zutphen;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PC;wo;techniek;14;Groningen;2
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PC;wo;gezondheidszorg;14;Groningen;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PC;wo;economie;14;Groningen;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PC;wo;economie;193;Zwolle;1
