00AH;0;153;ENSCHEDE;vwo;diploma;ec/maat & cul/maat;AMSTERDAM;WO;gedrag en maatschappij;153;Enschede;1
00AH;0;153;ENSCHEDE;vwo;diploma;ec/maat & cul/maat;ENSCHEDE;HBO;onderwijs;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;nat/gezond;ZWOLLE;HBO;gedrag en maatschappij;153;Enschede;2
00AH;7;153;ENSCHEDE;havo;diploma;nat/gezond;ENSCHEDE;HBO;gedrag en maatschappij;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;nat/gezond;ENSCHEDE;HBO;gedrag en maatschappij;164;Hengelo;1
00AH;7;153;ENSCHEDE;havo;diploma;nat/gezond;ENSCHEDE;HBO;gezondheidszorg;153;Enschede;3
00AH;7;153;ENSCHEDE;havo;diploma;nat/gezond;ENSCHEDE;HBO;onderwijs;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;nat/gezond;ENSCHEDE;HBO;techniek;153;Enschede;8
00AH;7;153;ENSCHEDE;havo;diploma;nat/gezond;ARNHEM;HBO;onderwijs;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;nat/gezond;EINDHOVEN;HBO;techniek;796;s-Hertogenbosch;1
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat;ENSCHEDE;HBO;economie;150;Deventer;1
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat;ENSCHEDE;HBO;economie;153;Enschede;13
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat;ENSCHEDE;HBO;gedrag en maatschappij;153;Enschede;2
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat;ENSCHEDE;HBO;gedrag en maatschappij;158;Haaksbergen;1
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat;ENSCHEDE;HBO;gezondheidszorg;153;Enschede;2
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat;ENSCHEDE;HBO;techniek;153;Enschede;2
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat;ARNHEM;HBO;gedrag en maatschappij;268;Nijmegen;1
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat;AMSTERDAM;HBO;gedrag en maatschappij;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;cul/maat;ENSCHEDE;HBO;economie;153;Enschede;3
00AH;7;153;ENSCHEDE;havo;diploma;cul/maat;ENSCHEDE;HBO;gedrag en maatschappij;153;Enschede;3
00AH;7;153;ENSCHEDE;havo;diploma;nat/tech & nat/gezond;ZWOLLE;HBO;onderwijs;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;nat/tech & nat/gezond;ENSCHEDE;HBO;techniek;153;Enschede;7
00AH;7;153;ENSCHEDE;havo;diploma;nat/tech & nat/gezond;ARNHEM;HBO;techniek;222;Doetinchem;1
00AH;7;153;ENSCHEDE;havo;diploma;nat/tech & nat/gezond;ARNHEM;HBO;taal en cultuur;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;nat/tech & nat/gezond;ROTTERDAM;HBO;gezondheidszorg;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat & cul/maat;ENSCHEDE;HBO;economie;153;Enschede;1
00AH;7;153;ENSCHEDE;havo;diploma;ec/maat & cul/maat;UTRECHT;HBO;gedrag en maatschappij;307;Amersfoort;1
00AH;7;153;ENSCHEDE;vwo;diploma;nat/gezond;GRONINGEN;WO;gedrag en maatschappij;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;nat/gezond;UTRECHT;WO;gedrag en maatschappij;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;nat/gezond;ENSCHEDE;WO;techniek;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;LEIDEN;WO;gedrag en maatschappij;546;Leiden;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;GRONINGEN;WO;economie;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;GRONINGEN;WO;recht;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;GRONINGEN;WO;techniek;14;Groningen;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;UTRECHT;WO;gedrag en maatschappij;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;ROTTERDAM;WO;economie;599;Rotterdam;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;ENSCHEDE;WO;economie;153;Enschede;3
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;ENSCHEDE;WO;gedrag en maatschappij;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat;WAGENINGEN;WO;landbouw en natuurlijke omgeving;268;Nijmegen;1
00AH;7;153;ENSCHEDE;vwo;diploma;nat/tech & nat/gezond;GRONINGEN;WO;natuur;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;nat/tech & nat/gezond;DELFT;WO;techniek;153;Enschede;1
00AH;7;153;ENSCHEDE;vwo;diploma;nat/tech & nat/gezond;DELFT;WO;techniek;503;Delft;2
00AH;7;153;ENSCHEDE;vwo;diploma;nat/tech & nat/gezond;ENSCHEDE;WO;techniek;153;Enschede;2
00AH;7;153;ENSCHEDE;vwo;diploma;nat/tech & nat/gezond;ENSCHEDE;WO;techniek;160;Hardenberg;1
00AH;7;153;ENSCHEDE;vwo;diploma;nat/tech & nat/gezond;ENSCHEDE;WO;techniek;1859;Berkelland;1
00AH;7;153;ENSCHEDE;vwo;diploma;nat/tech & nat/gezond;AMSTERDAM;WO;natuur;363;Amsterdam;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat & cul/maat;ROTTERDAM;WO;gedrag en maatschappij;599;Rotterdam;1
00AH;7;153;ENSCHEDE;vwo;diploma;ec/maat & cul/maat;GRONINGEN;HBO;onderwijs;14;Groningen;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech;S HERTOGENBOSCH;HBO;landbouw en natuurlijke omgeving;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech;EINDHOVEN;HBO;economie;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;TILBURG;HBO;economie;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;VLISSINGEN;HBO;economie;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;VLISSINGEN;HBO;gezondheidszorg;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;VLISSINGEN;HBO;techniek;1714;Sluis;3
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;EINDHOVEN;HBO;economie;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;EINDHOVEN;HBO;gezondheidszorg;715;Terneuzen;1
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;EINDHOVEN;HBO;gezondheidszorg;772;Eindhoven;1
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;EINDHOVEN;HBO;onderwijs;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/gezond;EINDHOVEN;HBO;techniek;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;TILBURG;HBO;economie;758;Breda;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;TILBURG;HBO;economie;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;S HERTOGENBOSCH;HBO;landbouw en natuurlijke omgeving;796;s-Hertogenbosch;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;VLISSINGEN;HBO;economie;715;Terneuzen;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;VLISSINGEN;HBO;economie;1714;Sluis;5
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;VLISSINGEN;HBO;onderwijs;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;VLISSINGEN;HBO;techniek;1714;Sluis;4
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;BREDA;HBO;economie;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;ROTTERDAM;HBO;onderwijs;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;EINDHOVEN;HBO;gedrag en maatschappij;855;Tilburg;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat;EINDHOVEN;HBO;gezondheidszorg;772;Eindhoven;1
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;TILBURG;HBO;economie;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;VLISSINGEN;HBO;gedrag en maatschappij;1714;Sluis;2
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;VLISSINGEN;HBO;onderwijs;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;ROTTERDAM;HBO;gezondheidszorg;1714;Sluis;1
