SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET HO (peildatum 1 oktober 2014);;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
01XN;0;166;KAMPEN;vwo;diploma;ec/maat;21PB;WO;sectoroverstijgend;518;s-Gravenhage;1
01XN;0;166;KAMPEN;vwo;diploma;ec/maat;21PC;WO;taal en cultuur;166;Kampen;1
01XN;0;166;KAMPEN;vwo;diploma;cul/maat;21PD;WO;gedrag en maatschappij;166;Kampen;1
01XN;0;166;KAMPEN;vwo;diploma;cul/maat;25KB;HBO;economie;202;Arnhem;1
01XN;0;166;KAMPEN;vwo;diploma;nat/tech & nat/gezond;21PC;WO;natuur;166;Kampen;1
01XN;0;166;KAMPEN;vwo;diploma;nat/tech & nat/gezond;21PE;WO;sectoroverstijgend;599;Rotterdam;1
01XN;0;166;KAMPEN;vwo;diploma;nat/tech & nat/gezond;21PH;WO;economie;153;Enschede;1
01XN;0;166;KAMPEN;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;153;Enschede;2
01XN;0;166;KAMPEN;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;166;Kampen;1
01XN;0;166;KAMPEN;vwo;diploma;nat/tech & nat/gezond;21PM;WO;gezondheidszorg;268;Nijmegen;2
01XN;0;166;KAMPEN;vwo;diploma;ec/maat & cul/maat;01VU;HBO;economie;166;Kampen;1
01XN;0;166;KAMPEN;vwo;diploma;ec/maat & cul/maat;01VU;HBO;onderwijs;166;Kampen;1
01XN;0;166;KAMPEN;vwo;diploma;ec/maat & cul/maat;21PC;WO;economie;14;Groningen;1
01XN;0;166;KAMPEN;vwo;diploma;ec/maat & cul/maat;21PJ;WO;gedrag en maatschappij;935;Maastricht;1
01XN;0;166;KAMPEN;vwo;diploma;ec/maat & cul/maat;21PM;WO;economie;268;Nijmegen;1
01XN;0;166;KAMPEN;vwo;diploma;ec/maat & cul/maat;25BE;HBO;taal en cultuur;14;Groningen;1
01XN;0;166;KAMPEN;vwo;diploma;ec/maat & cul/maat;27NF;HBO;taal en cultuur;193;Zwolle;1
01XN;0;166;KAMPEN;vwo;diploma;ec/maat & cul/maat;28DN;HBO;techniek;479;Zaanstad;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;01VU;HBO;economie;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;01VU;HBO;techniek;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;21WN;HBO;gezondheidszorg;80;Leeuwarden;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;21WN;HBO;techniek;93;Terschelling;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;25BE;HBO;gezondheidszorg;14;Groningen;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;25BE;HBO;techniek;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;25DW;HBO;gedrag en maatschappij;303;Dronten;2
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;25DW;HBO;gezondheidszorg;344;Utrecht;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;25KB;HBO;gezondheidszorg;828;Oss;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;28DN;HBO;gezondheidszorg;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;80;Leeuwarden;2
01XN;1;303;DRONTEN;havo;diploma;nat/gezond;30TX;HBO;landbouw en natuurlijke omgeving;303;Dronten;4
01XN;1;303;DRONTEN;havo;diploma;ec/maat;01VU;HBO;economie;303;Dronten;6
01XN;1;303;DRONTEN;havo;diploma;ec/maat;01VU;HBO;gedrag en maatschappij;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;01VU;HBO;onderwijs;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;01VU;HBO;sectoroverstijgend;193;Zwolle;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;22EX;HBO;economie;80;Leeuwarden;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;22OJ;HBO;economie;599;Rotterdam;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;23AH;HBO;economie;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;25BE;HBO;economie;14;Groningen;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;27PZ;HBO;economie;518;s-Gravenhage;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;28DN;HBO;economie;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;ec/maat;28DN;HBO;techniek;303;Dronten;2
01XN;1;303;DRONTEN;havo;diploma;ec/maat;30TX;HBO;landbouw en natuurlijke omgeving;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;cul/maat;01VU;HBO;economie;303;Dronten;3
01XN;1;303;DRONTEN;havo;diploma;cul/maat;01VU;HBO;gedrag en maatschappij;303;Dronten;2
01XN;1;303;DRONTEN;havo;diploma;cul/maat;01VU;HBO;onderwijs;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;cul/maat;22EX;HBO;economie;80;Leeuwarden;1
01XN;1;303;DRONTEN;havo;diploma;cul/maat;25BE;HBO;economie;14;Groningen;1
01XN;1;303;DRONTEN;havo;diploma;cul/maat;25DW;HBO;economie;344;Utrecht;1
01XN;1;303;DRONTEN;havo;diploma;cul/maat;27PZ;HBO;economie;518;s-Gravenhage;2
01XN;1;303;DRONTEN;havo;diploma;cul/maat;27UM;HBO;economie;518;s-Gravenhage;1
01XN;1;303;DRONTEN;havo;diploma;cul/maat;28DN;HBO;gezondheidszorg;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;cul/maat;28DN;HBO;techniek;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/tech & nat/gezond;01VU;HBO;gezondheidszorg;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/tech & nat/gezond;01VU;HBO;onderwijs;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/tech & nat/gezond;01VU;HBO;techniek;303;Dronten;8
01XN;1;303;DRONTEN;havo;diploma;nat/tech & nat/gezond;22EX;HBO;economie;80;Leeuwarden;1
01XN;1;303;DRONTEN;havo;diploma;nat/tech & nat/gezond;23AH;HBO;techniek;153;Enschede;2
01XN;1;303;DRONTEN;havo;diploma;nat/tech & nat/gezond;23AH;HBO;techniek;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;303;Dronten;1
01XN;1;303;DRONTEN;havo;diploma;nat/tech & nat/gezond;30TX;HBO;landbouw en natuurlijke omgeving;303;Dronten;3
01XN;1;303;DRONTEN;vwo;diploma;nat/gezond;21PD;WO;natuur;303;Dronten;1
01XN;1;303;DRONTEN;vwo;diploma;nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;303;Dronten;2
01XN;1;303;DRONTEN;vwo;diploma;nat/gezond;21PK;WO;natuur;303;Dronten;1
01XN;1;303;DRONTEN;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;303;Dronten;1
01XN;1;303;DRONTEN;vwo;diploma;nat/gezond;21PM;WO;gezondheidszorg;268;Nijmegen;1
01XN;1;303;DRONTEN;vwo;diploma;nat/gezond;21QA;HBO;taal en cultuur;303;Dronten;1
01XN;1;303;DRONTEN;vwo;diploma;cul/maat;21PD;WO;gedrag en maatschappij;344;Utrecht;2
01XN;1;303;DRONTEN;vwo;diploma;cul/maat;21PK;WO;gedrag en maatschappij;303;Dronten;1
01XN;1;303;DRONTEN;vwo;diploma;cul/maat;21PM;WO;recht;268;Nijmegen;1
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gedrag en maatschappij;344;Utrecht;1
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gezondheidszorg;303;Dronten;3
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gezondheidszorg;344;Utrecht;1
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PE;WO;economie;489;Barendrecht;1
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;303;Dronten;2
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;503;Delft;3
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;153;Enschede;1
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;303;Dronten;1
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gezondheidszorg;363;Amsterdam;1
01XN;1;303;DRONTEN;vwo;diploma;nat/tech & nat/gezond;25DW;HBO;onderwijs;344;Utrecht;1
01XN;1;303;DRONTEN;vwo;diploma;ec/maat & cul/maat;21PB;WO;gedrag en maatschappij;546;Leiden;1
01XN;1;303;DRONTEN;vwo;diploma;ec/maat & cul/maat;21PC;WO;taal en cultuur;14;Groningen;1
01XN;1;303;DRONTEN;vwo;diploma;ec/maat & cul/maat;21PM;WO;recht;303;Dronten;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/tech;01VU;HBO;techniek;34;Almere;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/tech;27PZ;HBO;techniek;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/tech;28DN;HBO;gezondheidszorg;363;Amsterdam;2
02AN;0;363;AMSTERDAM;havo;diploma;nat/tech;28DN;HBO;techniek;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/tech;28DN;HBO;techniek;384;Diemen;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/tech;28DN;HBO;techniek;415;Landsmeer;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;07GR;HBO;techniek;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;21RI;HBO;techniek;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;27PZ;HBO;techniek;437;Ouder-Amstel;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;gedrag en maatschappij;0;Onbekend;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;gedrag en maatschappij;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;gedrag en maatschappij;437;Ouder-Amstel;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;gezondheidszorg;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;gezondheidszorg;384;Diemen;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;onderwijs;363;Amsterdam;2
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;onderwijs;415;Landsmeer;1
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;techniek;363;Amsterdam;2
02AN;0;363;AMSTERDAM;havo;diploma;nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;289;Wageningen;1
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;01VU;HBO;techniek;363;Amsterdam;2
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;21QA;HBO;taal en cultuur;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;21RI;HBO;economie;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;27PZ;HBO;economie;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;0;Onbekend;1
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;363;Amsterdam;11
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;415;Landsmeer;1
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;gedrag en maatschappij;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;techniek;363;Amsterdam;1
02AN;0;363;AMSTERDAM;havo;diploma;cul/maat;27PZ;HBO;onderwijs;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;02NT;HBO;taal en cultuur;415;Landsmeer;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PF;WO;techniek;362;Amstelveen;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PF;WO;techniek;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PF;WO;techniek;503;Delft;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PH;WO;sectoroverstijgend;153;Enschede;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PK;WO;economie;437;Ouder-Amstel;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PK;WO;gezondheidszorg;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PK;WO;natuur;363;Amsterdam;2
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PL;WO;economie;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PL;WO;gezondheidszorg;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PL;WO;natuur;363;Amsterdam;2
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PL;WO;natuur;384;Diemen;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/tech;25JX;HBO;economie;935;Maastricht;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PD;WO;gezondheidszorg;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PF;WO;techniek;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PK;WO;gedrag en maatschappij;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PK;WO;gezondheidszorg;363;Amsterdam;2
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PK;WO;natuur;363;Amsterdam;2
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PK;WO;sectoroverstijgend;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PK;WO;taal en cultuur;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;363;Amsterdam;4
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PL;WO;natuur;362;Amstelveen;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21UG;HBO;onderwijs;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;nat/gezond;28DN;HBO;gezondheidszorg;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;546;Leiden;1
02AN;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PB;WO;recht;363;Amsterdam;2
02AN;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;recht;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PL;WO;economie;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PL;WO;recht;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PL;WO;taal en cultuur;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;cul/maat;02NR;HBO;economie;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PB;WO;taal en cultuur;394;Haarlemmermeer;1
02AN;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PL;WO;taal en cultuur;363;Amsterdam;1
02AN;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PK;WO;gedrag en maatschappij;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PD;WO;natuur;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PF;WO;techniek;363;Amsterdam;3
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PK;WO;economie;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PK;WO;natuur;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech;21PL;WO;sectoroverstijgend;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PB;WO;gedrag en maatschappij;546;Leiden;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PD;WO;natuur;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PK;WO;economie;384;Diemen;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PK;WO;gedrag en maatschappij;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PK;WO;sectoroverstijgend;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/gezond;27PZ;HBO;landbouw en natuurlijke omgeving;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PB;WO;recht;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;economie;363;Amsterdam;6
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;gedrag en maatschappij;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;recht;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;sectoroverstijgend;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;taal en cultuur;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PL;WO;gedrag en maatschappij;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PB;WO;recht;546;Leiden;1
02AP;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PD;WO;taal en cultuur;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PJ;WO;sectoroverstijgend;935;Maastricht;1
02AP;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PK;WO;recht;852;Waterland;1
02AP;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PL;WO;taal en cultuur;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PB;WO;gezondheidszorg;394;Haarlemmermeer;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gezondheidszorg;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PE;WO;economie;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;363;Amsterdam;3
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;384;Diemen;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;503;Delft;3
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;852;Waterland;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PG;WO;techniek;772;Eindhoven;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;228;Ede;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;362;Amstelveen;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;gezondheidszorg;935;Maastricht;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gedrag en maatschappij;363;Amsterdam;3
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gezondheidszorg;0;Onbekend;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gezondheidszorg;363;Amsterdam;4
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;329;Loenen;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;363;Amsterdam;5
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;385;Edam-Volendam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;economie;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;363;Amsterdam;8
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;natuur;363;Amsterdam;4
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;natuur;384;Diemen;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;recht;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PL;WO;sectoroverstijgend;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;21PM;WO;natuur;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;02NR;HBO;economie;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PB;WO;recht;546;Leiden;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PD;WO;recht;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PD;WO;sectoroverstijgend;384;Diemen;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PI;WO;landbouw en natuurlijke omgeving;289;Wageningen;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PI;WO;landbouw en natuurlijke omgeving;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PJ;WO;sectoroverstijgend;935;Maastricht;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PK;WO;gedrag en maatschappij;363;Amsterdam;6
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PK;WO;recht;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PK;WO;taal en cultuur;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PL;WO;economie;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PL;WO;gedrag en maatschappij;363;Amsterdam;2
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PL;WO;gedrag en maatschappij;384;Diemen;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PL;WO;recht;363;Amsterdam;1
02AP;0;363;AMSTERDAM;vwo;diploma;ec/maat & cul/maat;21PL;WO;sectoroverstijgend;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;nat/gezond;00MF;HBO;techniek;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;economie;363;Amsterdam;2
02AR;0;363;AMSTERDAM;havo;diploma;nat/gezond;28DN;HBO;gedrag en maatschappij;363;Amsterdam;2
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;25DW;HBO;economie;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;27PZ;HBO;economie;363;Amsterdam;2
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;27PZ;HBO;economie;394;Haarlemmermeer;1
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;0;Onbekend;1
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;362;Amstelveen;1
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;363;Amsterdam;7
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;394;Haarlemmermeer;1
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;437;Ouder-Amstel;1
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;economie;852;Waterland;1
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat;28DN;HBO;onderwijs;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;cul/maat;00MF;HBO;taal en cultuur;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;cul/maat;21RI;HBO;economie;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;cul/maat;27PZ;HBO;gedrag en maatschappij;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;cul/maat;28DN;HBO;economie;362;Amstelveen;1
02AR;0;363;AMSTERDAM;havo;diploma;cul/maat;28DN;HBO;economie;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;nat/tech & nat/gezond;27PZ;HBO;gezondheidszorg;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;nat/tech & nat/gezond;27PZ;HBO;techniek;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;0;Onbekend;1
02AR;0;363;AMSTERDAM;havo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;363;Amsterdam;2
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat & cul/maat;27PZ;HBO;economie;363;Amsterdam;1
02AR;0;363;AMSTERDAM;havo;diploma;ec/maat & cul/maat;28DN;HBO;economie;363;Amsterdam;2
02AR;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PB;WO;taal en cultuur;363;Amsterdam;1
02AR;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PC;WO;economie;14;Groningen;3
02AR;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PL;WO;gedrag en maatschappij;363;Amsterdam;1
02AR;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;0;Onbekend;1
02AR;0;363;AMSTERDAM;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;363;Amsterdam;1
02AR;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;economie;0;Onbekend;2
02AR;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;gedrag en maatschappij;363;Amsterdam;1
02AR;0;363;AMSTERDAM;vwo;diploma;ec/maat;21PK;WO;sectoroverstijgend;363;Amsterdam;1
02AR;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PB;WO;recht;363;Amsterdam;1
02AR;0;363;AMSTERDAM;vwo;diploma;cul/maat;21PK;WO;gedrag en maatschappij;363;Amsterdam;4
